Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
U75,SLSS49E-3,SLSS49E_MX_1.25U,2.38125,-57.17,0,bottom
U76,SLSS49E-3,SLSS49E_MX_1U,209.55,-0.02,0,bottom
U77,SLSS49E-3,SLSS49E_MX_1U,219.075,-19.07,0,bottom
U78,SLSS49E-3,SLSS49E_MX_1U,223.8375,-38.12,0,bottom
U79,SLSS49E-3,SLSS49E_MX_1U,214.3125,-57.17,0,bottom
U8,SLSS49E-3,SLSS49E_MX_1.5U_Rotate,214.3125,-76.2,0,bottom
U80,SLSS49E-3,SLSS49E_MX_1U,23.8125,-57.17,0,bottom
U82,SLSS49E-3,SLSS49E_MX_1U,228.6,-0.02,0,bottom
U83,SLSS49E-3,SLSS49E_MX_1U,238.125,-19.07,0,bottom
U84,SLSS49E-3,SLSS49E_MX_2.25U-ReversedStabilizers,254.79375,-37.23005,0,bottom
U85,TPS63001,Texas_DRC0010J_ThermalVias,4.7625,-13.096875,270,bottom
U88,SLSS49E-3,SLSS49E_MX_1U,247.65,-0.02,0,bottom
U89,SLSS49E-3,SLSS49E_MX_1.5U,261.9375,-19.07,0,bottom
U91,SLSS49E-3,SLSS49E_MX_1.75U,240.50625,-57.17,0,bottom
U92,SLSS49E-3,SLSS49E_MX_1U,247.65,-76.22,0,bottom
U94,SLSS49E-3,SLSS49E_MX_1U,266.7,-0.02,0,bottom
U97,SLSS49E-3,SLSS49E_MX_1U,266.7,-57.17,0,bottom
U98,SLSS49E-3,SLSS49E_MX_1U,266.7,-76.22,0,bottom
USB1,HRO-TYPE-C-31-M-12,HRO-TYPE-C-31-M-12-Assembly,9.05,5.071,180,bottom
Y1,12Mhz (15p),Resonator_SMD_Murata_CSTxExxV-3Pin_3.0x1.1mm,25.048951,-34.751714,315,bottom
